five_digit_FIPS_code,Total People with Insurance
29157,18824
29167,30941
29173,10145
29177,22593
29209,31200
29179,6216
29189,987505
29201,38369
29009,35100
29011,11822
29019,173247
29039,13721
29051,72770
29055,24074
29073,14507
29093,9953
29117,13830
29121,15047
29135,14549
29149,10653
29155,17170
29159,41611
29186,17676
29203,8207
29175,22953
29067,13275
29069,30233
29071,101627
29083,21577
29089,10019
29095,681702
29109,37556
29131,24636
29169,39627
29171,4788
29213,53887
29215,24269
29021,86315
29025,8853
29027,42166
29037,101062
29049,20026
29053,16047
29059,16240
29075,6535
29085,9273
29113,54290
29133,12182
29137,8572
29145,57590
29153,9273
29163,16253
29183,383181
29129,3612
29123,12042
29229,18111
29047,234562
29217,20180
29065,15389
29195,22549
29147,21906
29227,1996
29041,7363
29079,9936
29141,19735
29223,13239
29017,12262
29031,76859
29205,5870
29225,36636
29005,5248
29013,16098
29015,18717
30017,11674
30041,16337
30015,5766
30103,790
30071,4098
30075,1579
30053,19068
30067,15909
30085,10988
30005,6550
30051,2224
30097,3623
30083,11405
30099,5976
30079,1307
30101,4389
30035,13551
30025,2856
30019,1760
30095,9296
30037,747
30045,1965
30093,33928
30023,8535
30043,11458
30039,3178
30055,1707
30107,2076
30057,7842
30087,9213
30091,3519
30011,1298
30021,9011
30003,13160
30007,5711
30047,29358
30049,65677
30073,6012
30111,154062
30063,113621
30081,41146
30105,7448
30013,78089
30027,11146
30033,1086
30061,4140
30069,453
30077,5244
30089,11284
30109,1096
30031,100355
30059,1975
30009,10380
30001,9233
30029,95564
30065,4733
31069,1861
31091,658
31123,4741
31127,6930
31159,16761
31171,643
31043,20314
31181,3517
31003,6310
31029,3734
31023,7934
31035,6165
31005,421
31041,10714
31061,2956
31067,21332
31081,9010
31115,537
31095,7164
31099,6474
31101,8068
31119,34438
31135,2867
31137,8928
31155,20683
31157,35917
31179,9375
31103,720
31105,3627
31107,8277
31111,35153
31121,7715
31139,7041
31165,1256
31021,6446
31025,25028
31039,8890
31051,5683
31057,1978
31075,680
31077,2409
31079,60427
31085,957
31131,15632
31145,10616
31027,8412
31045,8896
31097,3995
31033,9914
31047,23641
31071,1913
31117,432
31125,3472
31133,2666
31167,5978
31175,4208
31183,846
31083,3418
31185,13172
31009,502
31019,48238
31037,10531
31049,1882
31087,2823
31113,919
31141,32585
31143,5150
31169,4985
31013,11037
31017,3013
31001,31285
31161,5176
31109,301968
31011,5255
31129,4237
31149,1343
31007,728
31063,2616
31163,2986
31055,543154
31147,7899
31093,6378
31089,10130
31065,4731
31073,1983
31151,14043
31153,171101
31173,7005
31177,20234
31015,2022
31031,5740
31053,36025
31059,5374
33005,75355
33013,144508
33009,88326
33015,300188
33001,59629
33019,42581
33011,402033
33017,125124
33007,30072
33003,47059
32001,23152
32005,47330
32015,5845
32027,4714
32009,1097
32011,1723
32013,16871
32021,4399
32033,8381
32007,51729
32017,4696
32023,42853
32029,3860
32031,442940
32003,2088806
32510,52287
32019,52010
34025,623613
34021,367599
34037,142397
34011,143496
34035,330448
34013,788754
34029,584418
34001,270265
34015,290110
34023,828230
34033,62626
34031,506947
34009,92434
34007,505446
34003,931733
34039,552755
34041,106181
34017,675541
34019,121490
34005,434992
34027,494902
35045,126898
35037,8404
35027,19346
35005,64465
35025,67623
35049,145821
35059,3601
35051,11005
35053,17002
35041,18717
35028,17947
35039,39215
35047,27631
35035,59882
35061,74349
35057,14921
35001,667841
35006,25336
35011,1989
35019,3783
35003,3539
35023,4351
35029,23948
35031,72505
35043,137964
35055,32624
35017,27951
35009,47717
35007,12012
35015,56148
35021,544
35033,4605
36095,31535
36005,1434422
36067,462658
36035,53200
36019,76759
36099,32036
36083,158043
36079,98891
36033,46282
36043,62282
36069,108600
36081,2324280
36101,96379
36041,4612
36115,59170
36013,128249
36047,2623350
36061,1643228
36107,48942
36011,74877
36073,38971
36091,223481
36087,322811
36021,59819
36049,26485
36063,210660
36119,962824
36025,45478
36031,35897
36057,48717
36059,1353154
36085,471955
36089,107198
36097,17876
36109,103532
36113,64154
36017,48177
36023,47867
36027,287723
36045,104191
36055,741530
36065,224652
36103,1483523
36111,175816
36121,37617
36015,83346
36051,61781
36075,119166
36077,60089
36039,44874
36117,90522
36001,304767
36003,46918
36007,193241
36009,77388
36029,912268
36053,71200
36093,153486
36105,73419
36037,58079
36123,24730
36071,369083
37165,33477
37189,53092
37083,50897
37001,156660
37177,3480
37079,18864
37087,59410
37121,15036
37041,14100
37005,10812
37027,80979
37035,154701
37045,96786
37049,95058
37065,53260
37077,55754
37085,122560
37093,48448
37089,111062
37095,4853
37097,168622
37119,1028876
37131,19632
37147,175431
37159,136570
37181,43979
37039,27175
37053,24904
37179,221079
37193,67722
37067,365252
37127,92801
37003,35923
37017,33803
37055,35239
37031,67074
37185,19271
37195,80308
37015,18658
37073,11518
37075,8493
37117,23075
37115,21114
37137,12134
37143,13354
37149,20148
37151,141584
37157,90460
37169,45675
37187,12141
37029,10218
37043,10716
37051,300902
37071,212011
37081,513206
37099,41452
37125,91293
37139,38101
37155,132407
37167,59526
37173,14026
37183,1015242
37199,17427
37007,23748
37037,67647
37111,44180
37069,62896
37101,184634
37103,9686
37113,33954
37145,38813
37019,121634
37175,32816
37009,26594
37013,46957
37047,53778
37107,56794
37109,79907
37123,26500
37133,153922
37135,141148
37153,44066
37161,65620
37163,63040
37171,71514
37197,37534
37011,15412
37021,248611
37023,86617
37025,195309
37033,21970
37059,41422
37057,162246
37061,58894
37063,295299
37091,22145
37105,58597
37129,217425
37141,56059
37191,120019
38013,2251
38061,9901
38097,7861
38105,32554
38007,983
38021,4902
38043,2453
38019,3719
38101,65462
38037,2338
38049,5869
38067,6862
38091,1915
38005,6861
38041,2439
38045,4034
38059,29494
38017,169233
38025,4295
38029,3334
38051,2571
38063,2891
38077,16177
38079,14539
38099,10736
38001,2316
38009,6483
38003,10775
38027,2248
38035,67954
38053,11594
38057,8514
38055,9419
38069,4093
38073,5259
38075,2474
38085,4381
38011,3165
38015,90369
38033,1836
38047,1856
38065,1817
38095,2229
38093,20157
38071,11098
38023,2295
38031,3243
38039,2179
38081,3844
38083,1403
38087,674
38089,29932
38103,3998
39053,29822
39077,57967
39099,227056
39009,64883
39001,27656
39145,74052
39103,175201
39105,23031
39159,51476
39021,38525
39131,27954
39125,18845
39057,160786
39061,800780
39049,1245449
39087,60474
39101,59921
39115,14589
39157,91574
39169,114790
39175,21928
39015,43252
39017,372296
39043,74420
39067,15136
39083,60352
39089,169335
39139,114868
39163,13065
39019,27540
39063,74673
39025,200864
39045,148789
39039,38007
39071,42611
39069,27056
39081,66602
39133,161013
39137,33778
39013,65032
39027,41542
39047,28227
39127,35728
39129,52578
39091,44989
39097,38792
39153,536137
39119,85105
39143,58686
39149,48565
39161,27985
39167,60177
39171,35876
39011,45256
39029,101017
39037,51295
39123,40364
39051,41902
39065,31383
39079,32289
39095,428267
39117,34670
39121,11973
39135,40991
39147,54607
39151,369531
39003,101696
39031,36206
39033,41665
39041,192150
39055,93218
39059,38938
39073,27897
39085,227606
39107,40331
39141,71395
39023,133707
39035,1242429
39075,42998
39093,298973
39109,103188
39111,14095
39113,523788
39155,199734
39165,216797
39173,128164
39005,52713
39007,95570
40001,22006
40133,24787
40137,43669
40025,2197
40011,8178
40019,47753
40029,5598
40053,4375
40055,4986
40073,15350
40087,37598
40091,19577
40095,15974
40099,13411
40103,11325
40105,10254
40115,31274
40131,89050
40135,40984
40145,76551
40003,4830
40151,8512
40015,28419
40027,268406
40101,66591
40107,11177
40005,12255
40013,44611
40043,4801
40059,3824
40071,44496
40083,44956
40035,13817
40143,632310
40147,51477
40017,131086
40057,2655
40061,12686
40077,10424
40111,38447
40113,45964
40139,21285
40067,6126
40127,11013
40047,60342
40049,27502
40069,10911
40121,42801
40123,37829
40129,3715
40153,20142
40021,47972
40041,41497
40045,4060
40051,53846
40119,79490
40125,69464
40037,70086
40141,7237
40149,11292
40033,5858
40075,8933
40079,48731
40089,32623
40093,7636
40097,40487
40109,761515
40039,28686
40007,5361
40085,9758
40009,21284
40063,11894
40023,14804
40065,24107
40031,110771
40081,34384
40117,16286
41047,323937
41029,210868
41019,106896
41023,7087
41031,21943
41053,79298
41005,398339
41017,174746
41043,120409
41057,25201
41071,100149
41001,15491
41033,83876
41035,65424
41059,72331
41041,46983
41003,87986
41009,49946
41013,21644
41055,1634
41065,25272
41025,7090
41039,361882
41045,27073
41063,6763
41067,568631
41069,1412
41049,11143
41007,37244
41011,62058
41015,22226
41021,1906
41027,22852
41037,7274
41051,783195
41061,25572
44005,79839
44003,162788
44007,624252
44001,48386
44009,125258
42045,555828
42055,151587
42119,39522
42127,48066
42009,48407
42043,270039
42053,2901
42111,70780
42089,166303
42101,1555692
42133,437185
42129,353333
42013,123288
42015,60936
42021,132115
42029,509840
42011,410592
42061,41754
42063,85107
42073,87203
42087,45853
42125,205980
42041,239154
42003,1215219
42103,55290
42109,40254
42115,41421
42039,85418
42049,272099
42057,14594
42067,24203
42107,137432
42131,27511
42001,100343
42005,66207
42035,38733
42025,63160
42027,156272
42097,89131
42095,298131
42023,4715
42121,52137
42007,166757
42017,620739
42069,208088
42077,355811
42083,40024
42051,129734
42031,38353
42091,804641
42033,75111
42059,34890
42075,135907
42081,112226
42079,310400
42093,17682
42123,39658
42037,65871
42019,183979
42047,30450
42065,43723
42071,530084
42085,109671
42099,45351
42105,16832
42113,5995
42117,41133
45003,163863
45005,8262
45071,37478
45037,23993
45023,32248
45027,32608
45029,36858
45067,31641
45085,103229
45063,278820
45073,75390
45011,21485
45015,199002
45019,380893
45031,66826
45043,60500
45069,24436
45091,250153
45007,192782
45021,56233
45025,45699
45047,68853
45053,26917
45051,308646
45055,63314
45061,16310
45075,88419
45083,293493
45001,24567
45009,14692
45013,171558
45017,14693
45033,30739
45081,19971
45079,381029
45039,22565
45049,18619
45045,485740
45057,84630
45035,148945
45041,136996
45059,65244
45065,8445
45077,120761
45087,27282
45089,30477
46003,2608
46051,7092
46123,5346
46071,3228
46099,180940
46033,8219
46069,1334
46025,3579
46049,2266
46067,7035
46077,4913
46129,5352
46017,2048
46027,13713
46037,5364
46041,5664
46043,2843
46063,1261
46065,16522
46089,2270
46109,10061
46111,2303
46119,1390
46083,52863
46059,3249
46079,12205
46081,24763
46135,21269
46029,27642
46005,17847
46019,10076
46031,4177
46035,19415
46045,3859
46021,1443
46073,1992
46007,3400
46055,2047
46117,2994
46075,740
46093,25767
46107,2238
46125,8086
46013,38089
46023,9069
46061,3402
46087,5369
46091,4693
46095,2026
46101,6440
46105,2920
46103,105356
46121,9985
46127,14800
46097,2211
46085,3856
46137,2837
46039,4216
46115,6347
46009,5557
46015,5121
46011,33558
46047,6567
46053,4156
46057,5757
47017,27646
47023,16966
47039,11444
47037,671589
47087,11388
47109,25601
47135,7736
47145,52261
47011,102666
47121,11708
47063,62687
47075,17708
47083,7983
47119,86444
47173,19008
47071,25398
47125,178128
47043,50838
47129,18782
47061,13179
47123,45185
47079,31806
47029,34979
47033,14342
47041,19143
47095,4871
47093,448739
47101,11725
47107,51800
47117,31417
47131,30243
47143,32102
47151,21619
47167,60611
47001,74641
47045,37227
47049,17709
47053,48088
47065,350600
47069,22096
47105,50654
47139,16488
47149,296123
47159,19058
47185,25982
47189,127842
47163,154897
47171,17481
47177,39705
47179,124652
47183,33341
47005,16002
47007,13234
47013,39285
47015,13653
47031,53471
47047,38844
47067,6440
47073,55776
47091,15947
47103,33191
47111,22892
47127,6195
47147,67688
47051,41048
47009,125993
47021,39386
47019,55450
47057,22795
47055,28614
47097,23619
47099,42143
47113,96630
47115,27992
47133,21715
47137,4983
47165,174148
47181,14687
47169,8684
47187,211662
47003,46458
47027,7591
47059,67319
47035,57531
47157,925195
47175,5573
47025,30973
47077,27562
47081,22982
47085,18064
47089,51964
47141,74695
47153,14423
47155,94605
47161,13023
48199,55503
48207,4986
48227,31487
48289,16865
48333,4716
48337,19080
48351,13986
48365,23336
48389,12341
48403,10336
48421,3027
48437,6891
48231,89490
48063,12606
48195,5453
48187,148797
48077,10295
48205,4283
48217,34422
48293,22556
48347,64597
48369,9784
48367,124149
48377,7191
48465,46436
48109,2248
48135,154456
48169,4797
48173,1420
48185,23840
48453,1169148
48085,911167
48005,85494
48087,2958
48101,1498
48209,193130
48279,13156
48295,3447
48301,74
48321,36298
48371,13716
48395,16522
48397,89661
48401,48169
48441,130082
48447,1530
48455,14363
48471,55328
48499,42388
48019,21125
48007,24416
48075,5745
48079,2899
48081,3132
48091,127955
48099,58228
48211,4101
48225,19679
48341,21821
48349,47450
48375,114375
48405,8152
48415,15835
48417,3322
48427,62893
48433,1029
48461,3515
48021,78172
48049,36768
48191,3039
48025,25162
48159,10535
48163,15933
48103,4732
48281,20019
48307,8003
48319,4111
48125,2082
48287,16362
48439,1967683
48001,44367
48139,162784
48239,14510
48265,49833
48331,23977
48093,13279
48145,15547
48047,6709
48015,29021
48261,564
48355,353545
48089,20568
48409,66062
48379,11180
48381,129640
48385,3262
48411,5182
48413,3122
48431,1098
48507,11926
48057,21606
48065,5997
48155,1377
48161,17995
48175,7385
48193,7976
48197,3979
48335,6353
48449,32409
48045,1591
48285,19394
48291,73111
48445,11602
48497,62217
48143,40492
48039,334943
48345,1114
48129,3365
48013,47655
48083,8382
48353,14797
48229,3116
48325,46087
48475,11375
48213,78709
48203,65852
48327,2070
48277,48753
48149,24504
48491,504499
48267,4373
48317,5477
35013,210417
46102,14272
48373,43531
48391,7116
48467,52941
48055,38735
48487,12790
48383,3698
48501,8481
48189,32742
48419,25497
48387,12139
48399,10041
48407,27289
48435,3874
48451,112051
48459,39952
48469,90445
48473,48192
48481,41070
48485,116552
48493,46503
48033,602
48219,23073
48315,9997
48323,57072
48329,158620
48181,124699
48297,10509
48299,19985
48363,27826
48147,30882
48255,12462
48123,18636
48041,210275
48059,13569
48067,29687
48165,19774
48183,121202
48179,21392
48313,9894
48303,293628
48237,7666
48257,113768
48259,39829
48035,17584
48153,5908
48029,1861276
48017,6920
48071,39077
48023,3526
48027,315444
48061,417802
48121,776789
48361,83143
48233,21569
48477,34000
48343,12381
48429,8801
48495,7679
48201,4504029
48003,17478
48053,44582
48171,25538
48177,20264
48113,2532552
48305,5754
48311,600
48503,17861
48505,14378
48251,157616
48221,54684
48223,35468
48309,241367
48357,10419
48269,289
48275,3608
48073,49083
48095,2587
48119,5099
48137,2100
48133,18001
48253,12740
48243,2173
48247,5235
48249,40901
48339,532016
48111,7168
48127,10713
48479,267399
48157,706155
48011,1861
48069,7798
48235,1588
48273,30869
48489,20143
48097,38565
48107,5809
48115,11336
48151,3853
48131,10935
48051,17413
48031,10978
48241,34511
48245,240730
48271,3311
48359,1526
48117,18733
48167,316262
48141,809637
48283,6511
48393,889
48443,721
48457,18722
48463,26603
48483,5528
48037,88253
48009,8725
48043,9135
48263,633
48215,831048
48423,219907
48425,8448
48105,3757
49027,12507
49045,62937
49053,154159
49025,7169
49043,39599
49019,9478
49031,1826
49033,2302
49051,29135
49001,6347
49003,51771
49021,48077
49039,26303
49041,20614
49049,573027
49057,241225
49013,19892
49037,14938
49035,1098968
49047,35993
49009,581
49011,331753
49055,2672
49007,20310
49015,10355
49029,11014
49005,119544
49017,4814
49023,10558
50021,59102
50019,26283
50013,6946
50017,28820
50007,159670
50015,25115
50027,54714
50011,48369
50005,30184
50025,42900
50003,35608
50001,36578
50009,6203
50023,58211
51036,7009
51047,48449
51053,27716
51079,19011
51085,102592
51111,11423
51137,34728
51595,5278
51197,28845
51550,223040
51570,17440
51660,52322
51003,103506
51021,5729
51019,76915
51023,32858
51029,15071
51195,37390
51520,16899
51580,5496
51740,91055
51830,14604
51810,425182
51005,15238
51035,29618
51640,6515
51191,53690
51193,17418
51133,12254
51139,23490
51155,33251
51187,38640
51510,151720
51590,40766
51630,27936
51650,130988
51009,31639
51013,225319
51017,4392
51670,21987
51027,21666
51700,171249
51069,82671
51179,135615
51680,77742
51199,63621
51760,218218
51690,12867
51125,14812
51057,11006
51143,60872
51720,3987
51790,23668
51065,24860
51007,12706
51750,17279
51840,27284
51001,32470
51045,5114
51063,15479
51071,16756
51077,15069
51135,14131
51157,7347
51185,41458
51530,6410
51610,13780
51685,16074
51730,31078
51735,11800
51183,7015
51600,23005
51820,21481
51683,41293
51770,98290
51775,24722
51800,85835
51710,218544
51037,12039
51041,333209
51059,1128951
51081,8497
51093,35592
51095,71521
51167,27496
51620,8217
51173,30741
51540,46110
51678,5640
51031,54688
51087,321871
51089,51381
51099,25132
51109,34716
51101,16276
51103,10757
51105,22891
51115,8753
51119,10368
51147,21937
51149,32782
51159,7153
51165,78289
51169,21586
51177,129423
51181,6670
51011,15386
51043,14152
51067,55925
51097,7052
51117,30051
51121,97058
51127,19979
51015,70859
51049,9785
51051,14726
51075,20993
51083,34329
51107,372353
51113,12931
51153,442944
51161,91796
51175,16591
51091,2213
51025,14661
51033,27795
51073,36422
51131,11703
51141,17670
51145,25757
51163,22242
51171,42467
51061,68002
54033,67830
54069,42314
54085,9947
54013,7427
54065,17344
54043,21181
54081,74497
54007,14003
54079,56260
54001,16627
54005,23118
54047,18103
54099,40917
54109,22053
54035,28947
54055,60532
54097,24425
54101,8581
54003,111091
54019,43454
54023,11567
54027,22924
54089,12223
54009,22835
54017,7934
54025,34922
54031,13754
54049,56202
54057,27194
54059,25066
54029,29678
54041,16216
54051,31626
54067,25357
54075,8293
54093,6858
54095,8873
54083,27365
54087,14254
54091,16544
54105,5800
54107,85505
54015,8853
54021,6951
54053,26359
54061,102154
54063,13401
54073,6965
54103,15693
54011,94638
54037,55320
54039,186020
54045,33884
54071,6966
54077,31138
53047,40865
53037,43293
53067,263479
53005,189040
53013,3941
53011,454847
53003,22065
53001,19040
53023,2203
53045,60400
53057,120489
53065,43591
53063,481783
53043,10233
53007,74493
53031,29748
53035,244971
53033,2104848
53049,20699
53051,12954
53055,16171
53059,11459
53075,47532
53077,245349
53009,72516
53015,102583
53019,7495
53039,21130
53041,75155
53017,40443
53027,68514
53029,74912
53053,822539
53069,4060
53021,87039
53071,56631
53025,92914
53073,211156
53061,762452
56005,47651
56023,18684
56019,8499
56025,79886
56021,93741
56009,14112
56027,2171
56039,22865
56037,44244
56031,8596
56033,29498
56003,11686
56011,7281
56029,29039
56001,37737
56007,14874
56015,13104
56041,20575
56043,8090
56017,4663
56013,39700
56035,10016
56045,6758
55105,159873
55119,20130
55137,22996
55001,18996
55007,14903
55065,16667
55081,44469
55093,40959
55141,72797
55003,15560
55015,49565
55037,4297
55055,84133
55059,165980
55051,5642
55019,34030
55109,86320
55083,37205
55069,27430
55135,50177
55005,44788
55113,16101
55047,18554
55099,13376
55077,14997
55075,40217
55079,947277
55101,190815
55139,164505
55033,43932
55041,8834
55045,36515
55043,50611
55107,14077
55115,40565
55117,112857
55067,18974
55078,4462
55087,181919
55123,30075
55011,13163
55021,55411
55061,20248
55063,116244
55009,255051
55035,101687
55073,134234
55085,34844
55095,42885
55121,29112
55129,15457
55133,394253
55027,83556
55127,102212
55125,21288
55023,15616
55057,24801
55071,79237
55111,62624
55131,133151
55013,15098
55017,61142
55025,518927
55029,27124
55031,42909
55039,100380
55053,19443
55049,23400
55091,7185
55089,87307
55097,70079
55103,17490
